Title,Budget,Gross,IMDb Rating,Metascore,Reviews,Likes,Success/Flop
House on Haunted Hill,37000000,40846082,5.592,5.592,759,14.264,Success
The Bookshop,5400000,12055868,6.487,6.487,384,9.82,Success
The Family Man,60000000,124700000,6.756,6.756,1698,15.313,Success
Phenomenon,32000000,152036382,6.357,6.357,989,11.562,Success
"20,000 Leagues Under the Sea",5000000,28200000,7.078,7.078,747,14.062,Success
Spring Breakers,5000000,31724284,5.215,5.215,3566,19.233,Success
Beauty Shop,25000000,36351350,6.235,6.235,439,14.562,Success
Jay and Silent Bob Strike Back,22000000,33788161,6.4,6.4,1357,14.062,Success
Carlito's Way,30000000,63848322,7.829,7.829,2790,19.232,Success
Amour,8900000,29844753,7.8,7.8,1447,14.213,Success
Open Water,130000,54667954,5.513,5.513,947,16.811,Success
Return to Sender,7800000,326563,6.429,6.429,155,16.061,Flop
Are We There Yet?,32000000,97918663,5.597,5.597,863,19.218,Success
Wish Upon,12000000,14301505,5.616,5.616,1186,13.816,Success
Rugrats Go Wild,25000000,55443032,6.2,6.2,265,13.308,Success
Mr. Holmes,11000000,29355203,6.474,6.474,1717,16.117,Success
The Cannonball Run,18000000,72179579,6.113,6.113,534,14.057,Success
Agent Cody Banks 2: Destination London,26000000,28818995,5.507,5.507,563,16.557,Success
The Omen,25000000,119188334,5.566,5.566,928,19.187,Success
Outbreak,50000000,189859560,6.527,6.527,1996,18.305,Success
Just Like Heaven,58000000,102854431,6.931,6.931,2109,16.206,Success
Mia and the White Lion,9600000,35487190,7.321,7.321,789,19.166,Success
The Boondock Saints,6000000,50000000,7.254,7.254,2121,18.754,Success
Major League II,25000000,30626182,5.729,5.729,279,13.052,Success
The Ghost Writer,45000000,60331447,6.826,6.826,1978,18.505,Success
The Wedding Singer,18000000,123306987,6.783,6.783,1534,16.303,Success
Gangs of Wasseypur - Part 1,1400000,4100000,7.145,7.145,313,12.054,Success
The Light Between Oceans,20000000,25975621,7.09,7.09,1256,13.557,Success
Get Shorty,30250000,115101622,6.461,6.461,878,12.551,Success
Marnie,2135000,7000000,7.164,7.164,971,16.25,Success
What a Girl Wants,20000000,50732139,6.229,6.229,1474,19.116,Success
Village of the Damned,22000000,9418365,6.036,6.036,713,15.297,Flop
Fahrenheit 451,1500000,2000000,7.14,7.14,832,13.048,Success
Excalibur,11000000,34967437,6.972,6.972,851,19.093,Success
Thelma,5741614,1471656,6.8,6.8,896,14.054,Flop
In Hell,17000000,293671,6.472,6.472,460,15.296,Flop
Audition,250000,359853,7.103,7.103,1297,18.046,Success
She's All That,10000000,103166989,6.321,6.321,1884,19.085,Success
What's Your Number?,20000000,30426096,6.499,6.499,2135,13.047,Success
Burn After Reading,37000000,163720069,6.63,6.63,4171,19.076,Success
The Right Stuff,27000000,21500000,7.441,7.441,748,13.294,Flop
Kiss the Girls,27000000,60527873,6.477,6.477,1319,19.072,Success
One Cut of the Dead,52406,27590180,7.646,7.646,649,10.3,Success
Gone Baby Gone,19000000,34619699,7.305,7.305,3309,15.544,Success
Hostage,52000000,77944725,6.339,6.339,1451,17.793,Success
The Illusionist,16500000,87892388,7.29,7.29,4428,19.058,Success
Psycho Goreman,1700000,95384,5.958,5.958,287,14.061,Flop
Universal Soldier: Day of Reckoning,11500000,1402307,5.547,5.547,374,13.295,Flop
Exam,600000,394717,6.721,6.721,1809,11.193,Flop
The Lives of Others,2000000,70000000,8.04,8.04,3236,15.443,Success
3 Ninjas,6500000,29000301,5.7,5.7,387,14.79,Success
Reign Over Me,20000000,22222308,7.179,7.179,940,15.992,Success
Bolero,7000000,8914881,3.413,3.413,68,19.026,Success
The Visitor from the Future,4500000,1946816,6.37,6.37,142,12.555,Flop
The Dead Zone,10000000,20766616,7.016,7.016,1395,19.025,Success
Man on a Ledge,42000000,46221189,6.426,6.426,2355,19.018,Success
Om Shanti Om,9100000,37707444,7.059,7.059,295,14.289,Success
Australia,130000000,211787511,6.575,6.575,2082,17.689,Success
The International,50000000,60161391,6.213,6.213,1086,14.038,Success
Riders of Justice,5300000,679505,7.27,7.27,629,11.255,Flop
Disturbing Behavior,15000000,17514980,5.728,5.728,301,14.786,Success
3000 Miles to Graceland,62000000,18720175,5.822,5.822,555,15.536,Flop
The Cell,33000000,104155843,6.249,6.249,1363,17.535,Success
Sabrina,2239000,10000000,7.527,7.527,1098,15.235,Success
Mr. Brooks,20000000,48443734,6.902,6.902,1520,15.035,Success
The Birth of a Nation,100000,11000000,6.052,6.052,468,12.284,Success
The Professor and the Madman,25000000,4957273,7.173,7.173,1009,10.294,Flop
Man of the House,40000000,21577624,5.737,5.737,414,16.534,Flop
Railroad Tigers,50000000,102205175,5.946,5.946,112,11.039,Success
Intolerable Cruelty,60000000,119940815,5.919,5.919,1316,14.782,Success
Black Water,700000,1271556,5.889,5.889,284,11.283,Success
Psycho,60000000,37141130,5.134,5.134,877,13.982,Flop
Spellbound,1500000,7000000,7.5,7.5,758,12.781,Success
Blair Witch,5000000,45172994,5.211,5.211,1756,18.943,Success
Tulip Fever,25000000,9204549,6.544,6.544,630,12.038,Flop
Vivre Sa Vie,64000,24517,7.785,7.785,550,13.727,Flop
Bend It Like Beckham,3500159,76578641,6.3,6.3,1701,16.276,Success
No One Lives,2900000,74918,5.876,5.876,533,8.728,Flop
Mindhunters,27000000,21148829,6.456,6.456,1042,17.474,Flop
La Bamba,6500000,54215416,7.2,7.2,612,14.522,Success
Paycheck,60000000,95427515,6.183,6.183,1601,17.123,Success
Runaway Jury,60000000,80154140,6.917,6.917,1093,14.722,Success
Desperately Seeking Susan,5000000,27400000,6.038,6.038,372,9.72,Success
Network,3800000,23689877,7.841,7.841,1471,14.52,Success
The Choice,10000000,18730891,7.19,7.19,1748,14.475,Success
Basic,50000000,42792561,6.523,6.523,915,15.27,Flop
Taking Lives,45000000,65470529,6.374,6.374,1392,14.97,Success
Street Fighter,35000000,99423521,4.5,4.5,1283,18.719,Success
Phantom,10000000,1034589,5.836,5.836,269,11.272,Flop
Junior,60000000,108431355,5.171,5.171,1321,15.718,Success
Chef,11000000,45967935,7.118,7.118,2934,18.826,Success
The Night Before,25000000,52395996,6.096,6.096,1528,11.272,Success
Blue Jasmine,18000000,99206215,7.0,7.0,3163,13.67,Success
A Thousand Words,40000000,22044277,6.108,6.108,1204,15.269,Flop
They Live,4000000,13008928,7.291,7.291,2593,16.215,Success
The Recruit,46000000,101191884,6.345,6.345,1540,12.466,Success
Letters from Iwo Jima,19000000,68673228,7.454,7.454,1806,18.667,Success
Firewall,45000000,82800000,5.811,5.811,822,11.016,Success
Clerks,27575,3151130,7.427,7.427,2205,15.514,Success
Johnny Mnemonic,25000000,19075720,5.758,5.758,1171,13.763,Flop
Perfect Stranger,60795000,73090611,5.777,5.777,822,15.965,Success
My Week with Marilyn,6400000,35057696,6.681,6.681,1188,11.716,Success
Fantasy Island,7000000,49447308,5.865,5.865,2172,16.477,Success
The Monuments Men,70000000,154984035,6.0,6.0,3269,18.778,Success
Fist Fight,22000000,41087017,6.1,6.1,1148,11.269,Success
Trance,20000000,24261569,6.634,6.634,1999,15.464,Success
Godzilla Against MechaGodzilla,8500000,16000000,7.38,7.38,175,14.011,Success
Fast & Furious,85000000,363164265,6.678,6.678,6547,16.991,Success
Don't Let Go,5000000,5300000,6.892,6.892,309,12.523,Success
...And Justice for All,6000000,33300000,7.097,7.097,424,12.509,Success
Hacker,2000000,11239,6.287,6.287,265,13.765,Flop
Children of Heaven,180000,925402,7.96,7.96,526,14.259,Success
The Mothman Prophecies,32000000,55305279,6.188,6.188,964,14.009,Success
Dangal,10400000,311000000,7.955,7.955,832,13.264,Success
Johnny English,40000000,160583018,6.257,6.257,3071,15.258,Success
The Ottoman Lieutenant,40000000,413844,6.17,6.17,229,9.513,Flop
The Bye Bye Man,7400000,26667197,5.196,5.196,1133,14.263,Success
The Thomas Crown Affair,4300000,14000000,6.889,6.889,401,17.007,Success
Shaolin,29000000,33662874,6.895,6.895,315,14.757,Success
Village of the Damned,200000,2175000,7.2,7.2,360,10.505,Success
The Giver,25000000,66980456,6.551,6.551,4176,18.701,Success
Death Warrant,4000000,16853487,6.189,6.189,469,14.203,Success
Thunderbolt and Lightfoot,4000000,25000000,6.753,6.753,434,12.953,Success
Eagle Eye,80000000,178800000,6.432,6.432,2567,15.755,Success
How to Steal a Million,6400000,4400000,7.491,7.491,510,17.204,Flop
Delivery Man,26000000,51164106,6.247,6.247,1344,12.457,Success
Disaster Movie,25000000,14109284,3.278,3.278,930,14.504,Flop
The Gold Rush,923000,4000000,8.023,8.023,1375,15.903,Success
The Skeleton Key,43000000,93983911,6.61,6.61,1858,15.703,Success
What We Do in the Shadows,1600000,6263224,7.574,7.574,3156,13.255,Success
Quo Vadis,7623000,21037000,7.131,7.131,344,18.452,Success
Premonition,20000000,84297309,6.27,6.27,1387,13.753,Success
Jennifer Eight,20000000,11390479,6.043,6.043,299,11.001,Flop
Judas and the Black Messiah,26000000,6416063,7.37,7.37,1288,14.122,Flop
Thunderstruck,587211,587211,6.0,6.0,208,13.004,Flop
Fantasia 2000,80000000,60655420,7.011,7.011,1125,16.201,Flop
The Hustler,2000000,7600000,7.733,7.733,831,17.5,Success
The Peacemaker,50000000,110463140,6.0,6.0,845,15.65,Success
The Debt Collector,3000000,28645,5.864,5.864,166,14.007,Flop
UglyDolls,45000000,32450241,6.696,6.696,387,16.759,Flop
Underdog,25000000,65270477,5.416,5.416,612,13.249,Success
The Devil's Rejects,7000000,20901859,6.751,6.751,1238,15.998,Success
Invasion of the Body Snatchers,417000,3000000,7.5,7.5,911,17.498,Success
It Could Happen to You,20000000,37939757,6.472,6.472,615,18.631,Success
Red River,3000000,9012000,7.422,7.422,439,17.697,Success
The Counselor,25000000,71009334,5.263,5.263,1680,13.199,Success
Casualties of War,22500000,18671317,7.162,7.162,760,18.624,Flop
Poltergeist III,10500000,14144000,5.197,5.197,411,13.195,Success
Thumbelina,28000000,11373501,6.491,6.491,440,18.614,Flop
Ring 2,6000000,31365000,5.716,5.716,359,15.944,Success
The Getaway,3352254,36734619,7.1,7.1,473,13.992,Success
G-Force,150000000,292817841,5.452,5.452,1697,14.743,Success
Toys,50000000,23278931,5.2,5.2,473,11.991,Flop
Fred Claus,100000000,97838349,5.762,5.762,752,12.492,Flop
Major League,11000000,75000000,6.908,6.908,668,11.49,Success
The 6th Day,82000000,96085477,5.957,5.957,1789,18.14,Success
Bad Education,5000000,40266982,7.4,7.4,829,18.567,Success
Stronger,30000000,8484418,6.989,6.989,1352,11.997,Flop
Rashomon,250000,96568,8.129,8.129,1882,17.69,Flop
Fletch,8000000,59612888,6.74,6.74,572,12.488,Success
The Fountain,35000000,15304890,6.938,6.938,2450,13.69,Flop
The Doom Generation,800000,284785,6.3,6.3,202,12.488,Flop
Ghosts of Mars,28000000,14010832,5.14,5.14,947,17.689,Flop
Eye for an Eye,20000000,26877589,6.077,6.077,304,18.547,Success
Fire with Fire,20000000,2500277,5.668,5.668,602,10.989,Flop
Winx Club: The Secret of the Lost Kingdom,31052475,16688332,7.015,7.015,197,13.988,Flop
Sideways,16000000,109502303,7.1,7.1,1429,13.242,Success
Made of Honor,40000000,106407672,6.433,6.433,1504,18.535,Success
The Death of Stalin,13000000,24640027,7.018,7.018,1610,15.193,Success
The Bad Batch,6000000,180851,5.248,5.248,956,15.742,Flop
Kung Fu Dunk,10000000,22896728,5.727,5.727,188,12.737,Success
The Great Battle,13305000,41509280,7.231,7.231,121,14.244,Success
Get Him to the Greek,40000000,90029656,5.959,5.959,1577,18.512,Success
Astro Kid,5100000,3123088,7.186,7.186,169,13.744,Flop
Manhattan,9000000,39946780,7.765,7.765,2097,11.633,Success
Popstar: Never Stop Never Stopping,20000000,9496130,6.618,6.618,1114,9.239,Flop
The Invention of Lying,18500000,32406507,6.182,6.182,1852,13.335,Success
102 Dalmatians,85000000,183611771,5.469,5.469,1217,18.183,Success
Sommersby,30000000,140081992,6.332,6.332,322,12.982,Success
Things to Do in Denver When You're Dead,8000000,529766,6.5,6.5,322,13.982,Flop
The Paperboy,12500000,1353868,5.563,5.563,668,14.485,Flop
Honey,18000000,62646763,6.311,6.311,1076,15.981,Success
The Secret of NIMH,7000000,14665733,7.438,7.438,694,18.483,Success
The Piano Teacher,3000000,9801375,7.327,7.327,936,16.181,Success
It Happened One Night,325000,4500000,7.879,7.879,1047,12.931,Success
The Four Feathers,35000000,29882645,6.585,6.585,480,11.93,Flop
Sarah's Key,10000000,17511906,7.29,7.29,638,12.982,Success
Torn Curtain,3000000,13000000,6.613,6.613,494,11.429,Success
Barbershop: The Next Cut,20000000,55030051,6.3,6.3,408,13.984,Success
Night on Earth,3500000,2015810,7.536,7.536,750,10.977,Flop
Courage Under Fire,46000000,100860818,6.445,6.445,779,11.476,Success
Rock-A-Doodle,18000000,11657385,6.295,6.295,234,14.975,Flop
Journey to the West: The Demons Strike Back,63300000,731607,6.0,6.0,83,14.722,Flop
Roma,15000000,1140769,7.665,7.665,3642,12.185,Flop
The Ruins,8000000,22818256,5.938,5.938,1025,11.975,Success
Sahara,130000000,119269486,5.862,5.862,1294,13.224,Flop
Jane Got a Gun,25000000,1397284,5.828,5.828,751,12.977,Flop
The Score,68000000,113579918,6.696,6.696,1442,13.522,Success
Air Bud,3000000,23144499,5.5,5.5,408,14.222,Success
Collateral Damage,85000000,78382433,5.753,5.753,1225,16.672,Flop
Belfast,25000000,30000000,7.139,7.139,1151,13.503,Success
Dance Flick,25000000,31439140,4.593,4.593,214,12.973,Success
It's a Boy Girl Thing,15500000,7385434,6.485,6.485,950,14.173,Flop
House Party,2500000,26386000,6.394,6.394,193,13.971,Success
Witness for the Prosecution,3000000,9000000,8.225,8.225,1163,13.421,Success
White Noise,100000000,71476,5.588,5.588,480,18.372,Flop
Sea of Love,19000000,110879513,6.622,6.622,527,17.418,Success
Mutiny on the Bounty,1950000,4460000,7.361,7.361,285,12.669,Success
The Shadow,25000000,48063435,6.028,6.028,451,14.967,Success
More American Graffiti,2500000,15014674,4.861,4.861,79,13.837,Success
Young Guns,13000000,44726644,6.679,6.679,800,18.35,Success
Ratchet & Clank,20000000,8821329,5.788,5.788,560,18.222,Flop
The Hunted,55000000,34234008,6.17,6.17,669,13.167,Flop
Old Dogs,35000000,96753696,5.495,5.495,657,16.717,Success
Gamer,50000000,40828540,5.717,5.717,2134,18.341,Flop
Nothing to Lose,25000000,44480039,6.469,6.469,515,18.34,Success
Seeking Justice,17000000,14089528,5.886,5.886,901,15.468,Flop
Three Fugitives,15000000,40590000,6.71,6.71,242,12.715,Success
27 Dresses,30000000,160259319,6.403,6.403,2865,14.716,Success
Entourage,30000000,49263404,6.207,6.207,907,18.329,Success
The Room,6000000,1752988,4.013,4.013,1242,13.714,Flop
"Elvira, Mistress of the Dark",7500000,5596267,6.523,6.523,430,18.325,Flop
Stan Helsing,365000,1400000,4.249,4.249,411,18.215,Success
Siberia,2000000,2006704,4.7,4.7,497,16.971,Success
Shall We Dance?,50000000,170128460,6.406,6.406,1085,10.963,Success
Final Analysis,32000000,28590665,5.693,5.693,231,15.211,Flop
Deliver Us from Evil,30000000,87937815,6.218,6.218,1855,14.415,Success
Red Lights,14000000,13551174,6.172,6.172,1109,14.464,Flop
Dragon Rider,17830000,3175644,7.3,7.3,139,18.297,Flop
Act of Valor,12000000,82499399,6.47,6.47,1011,14.213,Success
Teen Wolf Too,3000000,7900000,4.1,4.1,163,12.71,Success
Winter's Tale,60000000,30800231,6.285,6.285,1247,13.964,Flop
The Spectacular Now,2500000,6854611,6.642,6.642,2658,13.713,Success
The Messengers,16000000,55060212,5.714,5.714,723,13.461,Success
Vampires,20000000,20308772,6.332,6.332,1075,17.96,Success
Arthur,40000000,48147945,5.602,5.602,669,15.461,Success
Baby Boy,16000000,29381649,7.16,7.16,265,13.709,Success
The 'Burbs,18000000,49101993,6.743,6.743,1047,18.269,Success
Dark Water,4000000,1686839,6.755,6.755,505,15.708,Flop
Fanaa,5300000,22175908,6.67,6.67,171,13.958,Success
Compliance,270000,592116,6.374,6.374,586,11.458,Success
Young Guns II,20000000,59000000,6.496,6.496,473,16.204,Success
Tristan & Isolde,31000000,28000000,6.687,6.687,731,12.456,Flop
Booksmart,6000000,24849029,7.0,7.0,2318,15.966,Success
Tolkien,20000000,8654322,6.997,6.997,1244,12.715,Flop
88 Minutes,30000000,32593385,5.766,5.766,957,10.956,Success
Black Book,21000000,26768563,7.5,7.5,1004,11.705,Success
My Favorite Martian,65000000,36850101,5.616,5.616,263,10.704,Flop
Cadillac Records,12000000,8880045,7.18,7.18,378,14.204,Flop
Single White Female,16000000,48017402,6.277,6.277,512,14.152,Success
Risky Business,6200000,63541777,6.583,6.583,1108,16.452,Success
My Left Foot: The Story of Christy Brown,645180,14743391,7.55,7.55,794,14.902,Success
Top Hat,609000,3202000,7.326,7.326,264,8.203,Success
Phantom Thread,35000000,47756590,7.304,7.304,3142,15.66,Success
The Darkness,4000000,10898293,4.766,4.766,557,11.407,Success
Brother,12000000,15250000,7.167,7.167,375,11.702,Success
Amityville II: The Possession,5000000,12534817,5.72,5.72,295,16.7,Success
Begin Again,8000000,63464861,7.245,7.245,3494,18.203,Success
The Quiet Man,1750000,3800000,7.34,7.34,443,16.651,Success
Passenger 57,15000000,44065653,5.938,5.938,867,14.9,Success
Wicker Park,30000000,13001257,6.891,6.891,608,11.901,Flop
Midnight Express,2300000,35000000,7.5,7.5,1492,12.999,Success
13 Sins,5000000,13809,6.279,6.279,966,13.154,Flop
Exotica,2000000,4221036,6.657,6.657,252,12.7,Success
The Tale of Despereaux,60000000,86947965,6.041,6.041,809,18.194,Success
Central Station,2900000,5596708,8.149,8.149,757,14.65,Success
Back to School,11000000,91258000,6.315,6.315,372,17.449,Success
Next Friday,11000000,59827328,6.473,6.473,491,14.95,Success
Dreamgirls,70000000,154937680,6.773,6.773,896,12.99,Success
Dear Evan Hansen,27500000,19200000,6.4,6.4,249,17.177,Flop
Feast,3200000,658573,6.17,6.17,460,12.2,Flop
The Best Years of Our Lives,2100000,23650000,7.832,7.832,543,12.198,Success
Zindagi Na Milegi Dobara,7700000,160000000,7.51,7.51,293,17.7,Success
Chain Reaction,50000000,60209334,5.681,5.681,907,18.172,Success
The Devil's Own,90000000,140807547,6.138,6.138,1038,18.172,Success
Premrog,12000,15000,1.0,1.0,1,13.229,Success
Khumba,20000000,27187375,6.018,6.018,228,15.2,Success
Attack the Block,14350531,3964682,6.5,6.5,1844,10.449,Flop
The Pagemaster,27000000,13670688,6.399,6.399,666,13.445,Flop
The Man Who Would Be King,8000000,12678,7.5,7.5,538,11.194,Flop
A Troll in Central Park,23000000,71368,5.152,5.152,125,14.443,Flop
A Man for All Seasons,3900000,28350000,7.354,7.354,363,17.943,Success
A Wrinkle in Time,103000000,132675864,5.105,5.105,1673,15.45,Success
The Artist,15000000,133432856,7.45,7.45,2973,11.144,Success
Muppet Treasure Island,31000000,34327391,6.622,6.622,333,10.941,Success
District B13,12000000,9584131,6.76,6.76,1638,18.119,Flop
Operation Chromite,12700000,49196532,5.851,5.851,175,13.447,Success
Godzilla vs. Destoroyah,10000000,18000000,7.759,7.759,197,15.94,Success
The Cider House Rules,24000000,88545092,7.011,7.011,1020,16.191,Success
Crocodile Dundee,5000000,328203506,6.379,6.379,1669,16.19,Success
Logan's Run,9000000,25000000,6.6,6.6,798,18.101,Success
The Monkey King: Reborn,20000000,13000000,7.142,7.142,261,15.712,Flop
Zola,5000000,3500000,6.246,6.246,173,18.094,Flop
The Client,45000000,117615211,6.698,6.698,970,17.638,Success
Day of the Dead,3500000,34000000,7.042,7.042,1049,16.688,Success
The Greatest Game Ever Played,25000000,15431177,7.234,7.234,401,13.19,Flop
The Humanity Bureau,6000000,17544173,4.812,4.812,309,13.446,Success
"Rome, Open City",20000,1000000,8.018,8.018,761,13.688,Success
Godzilla vs. Megalon,760000,980000,6.113,6.113,159,16.687,Success
Raw,3500000,4100000,7.06,7.06,2859,13.694,Success
Pretty in Pink,9000000,40471663,6.771,6.771,985,18.075,Success
To Be or Not to Be,1200000,1500000,7.903,7.903,597,11.137,Success
Maximum Risk,25000000,51702483,5.639,5.639,404,12.686,Success
Kung Fu Yoga,65000000,254212245,5.794,5.794,323,14.942,Success
Your Highness,49900000,28013733,5.3,5.3,1189,10.437,Flop
Volver,12899867,85582407,7.478,7.478,1517,12.136,Success
Black Rain,30000000,134212055,6.585,6.585,927,10.684,Success
Youth,13360000,2000000,6.9,6.9,1878,11.188,Flop
The Pledge,35000000,29419291,6.5,6.5,868,12.434,Flop
Barton Fink,9000000,6153939,7.461,7.461,1462,15.633,Flop
The Raven,26000000,29657751,6.282,6.282,1210,13.885,Success
Michael Clayton,25000000,92991835,6.768,6.768,1496,13.684,Success
Inside Llewyn Davis,11000000,32935319,7.201,7.201,2423,14.985,Success
Concussion,35000000,50363790,7.1,7.1,2350,17.937,Success
The Return of the Pink Panther,5000000,41833347,6.82,6.82,513,14.931,Success
Morgan,8000000,8810591,5.774,5.774,1336,15.887,Success
Internal Affairs,15000000,27734391,6.3,6.3,325,16.68,Success
Airport '77,6000000,30000000,5.576,5.576,249,18.012,Success
The Best Offer,13500000,19255873,7.839,7.839,2600,10.434,Success
The Great Gatsby,6500000,26533200,6.318,6.318,418,13.179,Success
Champions,4920975,20121318,7.561,7.561,674,12.188,Success
Into the Woods,50000000,212902372,5.748,5.748,4016,13.384,Success
Eraserhead,100000,7000000,7.413,7.413,2127,16.628,Success
Steamboy,26000000,18900000,6.844,6.844,337,14.429,Flop
Early Man,50000000,53431158,6.177,6.177,703,13.935,Success
Book of Shadows: Blair Witch 2,15000000,47737094,4.235,4.235,703,17.983,Success
Snow Buddies,4000000,50802372,6.052,6.052,232,14.428,Success
eXistenZ,15000000,2856712,6.826,6.826,1668,12.927,Flop
Staying Alive,22000000,64892670,5.725,5.725,403,14.376,Success
Timecop,27000000,101646581,5.985,5.985,1009,14.876,Success
Gotti,10000000,4343227,5.343,5.343,542,12.935,Flop
Cyborg,500000,10166459,5.7,5.7,601,14.926,Success
My Fair Lady,17000000,72661442,7.541,7.541,1135,17.969,Success
The Young Victoria,35000000,29196409,7.222,7.222,925,12.426,Flop
The Reaping,40000000,62771059,5.675,5.675,721,17.376,Success
Killer Joe,10000000,4633668,6.518,6.518,1246,14.827,Flop
The Woman in Black,17000000,127730736,6.12,6.12,3215,16.627,Success
Dead Snow,800000,2166797,5.965,5.965,995,12.926,Success
Hannah Montana: The Movie,35000000,155545279,6.6,6.6,1877,16.176,Success
The Painted Bird,7838798,659535,7.168,7.168,116,11.436,Flop
Bad Santa 2,26000000,24079268,5.347,5.347,678,10.63,Flop
Shelter,500000,142666,7.793,7.793,445,15.175,Flop
The Second Best Exotic Marigold Hotel,10000000,85978266,6.389,6.389,646,13.677,Success
Lars and the Real Girl,12000000,11293663,7.151,7.151,1567,14.424,Flop
The Space Between Us,30000000,14793385,7.074,7.074,2288,17.679,Flop
Guru,4700000,31000000,6.803,6.803,104,10.674,Success
About Last Night,12500000,49002684,6.0,6.0,466,12.925,Success
Wyatt Earp,63000000,25052000,6.782,6.782,727,17.928,Flop
A Very Harold & Kumar Christmas,19000000,36192775,6.015,6.015,834,17.673,Success
Swept Away,10000000,598645,4.849,4.849,235,12.871,Flop
Secrets & Lies,4500000,13417292,7.586,7.586,537,13.37,Success
Young Adam,6400000,2500000,5.89,5.89,141,14.671,Flop
Three… Extremes,77532,516930,6.814,6.814,314,9.171,Success
Moby Dick,4500000,10400000,7.0,7.0,327,14.92,Success
Hotel Artemis,15000000,12371132,6.031,6.031,1378,11.928,Flop
The Miseducation of Cameron Post,900000,2019874,6.956,6.956,872,14.926,Success
The Possession,14000000,85446075,6.026,6.026,1450,11.42,Success
Side Effects,30000000,63372757,6.584,6.584,2822,12.371,Success
The Black Swan,1493800,5727000,6.5,6.5,67,12.927,Success
Flight of the Navigator,9000000,18564613,6.905,6.905,715,11.916,Success
Little Big Man,15000000,31559552,7.565,7.565,531,14.915,Success
Missing in Action 2: The Beginning,2410000,10755447,5.862,5.862,232,15.365,Success
The Dressmaker,11930000,25003426,7.002,7.002,1496,17.12,Success
While You Were Sleeping,17000000,182057016,6.954,6.954,1513,12.414,Success
Blues Brothers 2000,28000000,14051384,5.332,5.332,585,15.915,Flop
For Whom the Bell Tolls,3000000,17800000,6.6,6.6,161,10.915,Success
Mini's First Time,6000000,156318,5.713,5.713,103,15.415,Flop
A Better Life,10000000,1759252,7.178,7.178,188,9.916,Flop
Another 48 Hrs.,38000000,153518974,5.99,5.99,739,14.362,Success
Rough Night,20000000,45056771,5.698,5.698,1863,14.619,Success
The Nanny Diaries,20000000,47817020,6.364,6.364,1014,17.613,Success
The Back-Up Plan,35000000,77477008,6.133,6.133,1289,12.664,Success
Kiss Kiss Bang Bang,15000000,15785148,7.19,7.19,2385,17.263,Success
Firefox,18000000,70687344,6.029,6.029,459,13.61,Success
Rock Dog,60000000,9420546,6.2,6.2,256,11.916,Flop
Sorcerer,12000000,9000000,7.392,7.392,393,11.16,Flop
Damien: Omen II,6800000,26518355,6.402,6.402,579,17.821,Success
Malcolm X,34000000,48169908,7.53,7.53,1439,16.958,Success
On the Road,25000000,8784318,5.62,5.62,772,11.311,Flop
Nice Sister-In-Law,2000,8000,5.2,5.2,17,11.792,Success
Pi,60000,3221152,7.119,7.119,1956,17.8,Success
Charlie St. Cloud,44000000,48190704,6.945,6.945,2032,17.797,Success
The Nut Job,42000000,122529966,5.769,5.769,860,16.411,Success
Deception,25000000,18024545,5.924,5.924,573,13.858,Flop
The Last Song,20000000,89137047,7.245,7.245,3172,17.783,Success
Sleepwalkers,15000000,30524763,6.053,6.053,457,14.405,Success
The Kings of Summer,1500000,1400000,7.034,7.034,1018,10.909,Flop
Come Play,9000000,8119285,6.384,6.384,535,14.174,Flop
Mishima: A Life in Four Chapters,5000000,502758,7.751,7.751,221,10.154,Flop
Dressed to Kill,6500000,31899000,6.944,6.944,760,17.772,Success
The Grapes of Wrath,800000,1591000,7.834,7.834,833,13.655,Success
10 to Midnight,4520000,7175592,6.265,6.265,164,9.654,Success
Dope,7000000,17986781,7.104,7.104,1354,10.659,Success
Apollo 18,5000000,25562924,5.278,5.278,888,15.607,Success
Chasing Amy,250000,12021272,6.8,6.8,1213,12.904,Success
Contempt,900000,528428,7.126,7.126,711,17.758,Flop
Martin Eden,3800000,1681545,7.017,7.017,602,9.415,Flop
Dracula,104880,3500000,7.318,7.318,498,14.652,Success
Orgazmo,1000000,602302,6.174,6.174,363,13.652,Flop
Night Watch,10000000,50336279,6.238,6.238,640,12.901,Success
Boys Don't Cry,2000000,11540607,7.452,7.452,1166,12.651,Success
The Intruder,8000000,40600000,6.063,6.063,511,16.91,Success
From Dusk Till Dawn 2: Texas Blood Money,5000000,6374,4.586,4.586,389,16.4,Flop
Drop Zone,45000000,28735315,5.628,5.628,341,10.399,Flop
The Age of Shadows,9620000,53165427,7.245,7.245,284,8.405,Success
Runaway Train,9000000,7936012,7.006,7.006,471,17.724,Flop
Little Women,18000000,50083616,7.298,7.298,1099,14.599,Success
Extraordinary Measures,31000000,15134293,6.2,6.2,264,7.65,Flop
Pink Floyd: The Wall,12000000,22244207,7.985,7.985,1323,15.398,Success
Serenity,25000000,14454622,5.445,5.445,1394,14.909,Flop
Wild,15000000,52501541,7.017,7.017,2242,14.802,Success
Stolen,35000000,2106557,5.409,5.409,915,14.15,Flop
Sing Street,4000000,13624522,7.889,7.889,2077,11.903,Success
Pumpkinhead,3500000,4385516,6.287,6.287,380,12.147,Success
Bastille Day,20000000,14397593,6.298,6.298,1202,12.903,Flop
The Disappearance of Alice Creed,800000,867714,6.476,6.476,486,14.598,Success
